VASP_mp-1105187_Cu4P4S12_1H.vasp,-4.365013651
VASP_mp-1200097_La8Ho8S24_1H.vasp,-6.39558744
VASP_mp-23486_Rb2Ni2Cl6_1H.vasp,-3.30624692
VASP_mp-30056_Cs1Ca1Br3_1H.vasp,-3.114051088
VASP_mp-11778_Th2Mn2Se6_1H.vasp,-6.213941954
VASP_mp-1208583_Ta4Cl12O4_1H.vasp,-6.001631156
VASP_mp-1206489_Cs2Sc2I6_1H.vasp,-3.520639304
VASP_mp-1186395_Pa1Hg1O3_1H.vasp,-6.435399292
VASP_mp-1194043_Er6B6O18_1H.vasp,-8.124672556
VASP_mp-28453_Cs2Au2I6_1H.vasp,-2.45476816
VASP_mp-1184176_Dy4Sc4S12_1H.vasp,-6.399592761
VASP_mp-27300_Rb2Au2Br6_1H.vasp,-2.542827078
VASP_mp-1120755_Na2C2O6_1H.vasp,-6.339691147
VASP_mp-1079559_Cd2P2Se6_1H.vasp,-3.415544305
VASP_mp-19331_Mn2Ni2O6_1H.vasp,-6.668104854
VASP_mp-1078259_Ga2B2O6_1H.vasp,-6.401125499
VASP_mp-1205862_Rb2Sr2I6_1H.vasp,-2.909705772
VASP_mp-29959_Tl2B2Se6_1H.vasp,-3.978813779
VASP_mp-1105094_Tl4Hg4Cl12_1H.vasp,-2.307594738
VASP_mp-18732_Ti2Ni2O6_1H.vasp,-7.11231587
VASP_mp-1185263_Li1Pa1O3_1H.vasp,-6.98335091
VASP_mp-20569_Mn2Sn2O6_1H.vasp,-6.557108513
VASP_mp-11007_Ca4P4Se12_1H.vasp,-4.349467072
VASP_mp-1105822_Pr4Cr4O12_1H.vasp,-8.171040434
VASP_mp-10328_La4Cr4S12_1H.vasp,-6.573631634
VASP_mp-1178212_Fe4Sn4O12_1H.vasp,-6.457256367
VASP_mp-1288145_La2Co2O6_1H.vasp,-7.171318895
VASP_mp-20459_Ti1Pb1O3_1H.vasp,-6.456481655
VASP_mp-1195469_Ba8Ge8S24_1H.vasp,-4.831626556
VASP_mp-1120721_Rb2Ge2Br6_1H.vasp,-2.982414638
VASP_mp-1216763_Ti2V2O6_1H.vasp,-8.312643819
VASP_mp-1205357_K4Ag4F12_1H.vasp,-3.736999095
VASP_mp-19339_La2Ni2O6_1H.vasp,-6.849448235
VASP_mp-1192651_Ba6Fe6O18_1H.vasp,-6.858039165
VASP_mp-1183139_Ac1Ni1O3_1H.vasp,-5.965719138
VASP_mp-1205533_Tl2Sn2I6_1H.vasp,-2.642710471
VASP_mp-19097_Fe2B2O6_1H.vasp,-7.210355627
VASP_mp-19299_Cr2B2O6_1H.vasp,-7.693217328
VASP_mp-11775_Rb1U1O3_1H.vasp,-6.921106078
VASP_mp-21434_Co2C2O6_1H.vasp,-6.85645703
VASP_mp-11008_Ba4P4Se12_1H.vasp,-4.419713749
VASP_mp-11623_La4In4O12_1H.vasp,-6.733135715
VASP_mp-1105130_Pr4In4O12_1H.vasp,-6.64024995
VASP_mp-1183053_Ac1Ga1O3_1H.vasp,-5.844737348
VASP_mp-1105614_Nd4Sc4S12_1H.vasp,-6.447162527
VASP_mp-28872_Rb1Br1O3_1H.vasp,-3.558107998
VASP_mp-1190131_La4Sc4S12_1H.vasp,-6.552182355
VASP_mp-1068340_Cs1Ge1Br3_1H.vasp,-2.831672277
VASP_mp-1195796_Te8H8O24_1H.vasp,-5.197245656
VASP_mp-1208643_Sr4Hf4S12_1H.vasp,-6.385492376
VASP_mp-13327_Nd2Lu2Se6_1H.vasp,-5.437637686
VASP_mp-19082_Ti2Mn2O6_1H.vasp,-7.994879806
VASP_mp-22230_Ba2Pb2O6_1H.vasp,-5.290236624
VASP_mp-1055491_Rb1Ag1F3_1H.vasp,-3.167777555
VASP_mp-1207705_Tm4Rh4O12_1H.vasp,-7.281859209
VASP_mp-1079568_Na2Ir2O6_1H.vasp,-5.863397166
VASP_mp-29400_Cs2Fe2Cl6_1H.vasp,-3.915189869
VASP_mp-1078358_Li2Os2O6_1H.vasp,-6.644779902
VASP_mp-1201800_Pr8Tm8S24_1H.vasp,-6.285399693
VASP_mp-1120756_Na4V4F12_1H.vasp,-5.569559323
VASP_mp-11006_Ba4P4S12_1H.vasp,-4.923545468
VASP_mp-1199144_Pr8Er8S24_1H.vasp,-6.291315175
VASP_mp-1200447_La8Y8S24_1H.vasp,-6.779810809
VASP_mp-1189614_Ba4Th4O12_1H.vasp,-7.849374331
VASP_mp-1207629_Y4Rh4O12_1H.vasp,-7.629522238
VASP_mp-1079050_La2As2O6_1H.vasp,-6.80633952
VASP_mp-1188853_Ca4Tc4O12_1H.vasp,-7.270100503
VASP_mp-1078634_La2Fe2O6_1H.vasp,-7.483697908
VASP_mp-1202364_Mn8Se8O24_1H.vasp,-6.440167746
VASP_mp-1178563_Ag2As2O6_1H.vasp,-4.912517125
VASP_mp-1185015_K1Np1O3_1H.vasp,-7.075752252
